content_id,date,topic,format,video_length,hook_type,posting_time,caption_length,views,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate,viral_score,viral_category,total_comments,relatable_comments,relatability_rate,is_viral
C0390,2025-05-22,Dating,Short,44,Text,Morning,94,67251,1739,144,287,356,66.0,310,3.76,424.30000000000007,Medium,5,4,80.0,0
C0391,2025-05-23,Work Stress,Short,49,Visual,Evening,258,58006,1484,143,591,766,73.8,367,5.14,643.2,High,3,1,33.33,1
C0392,2025-05-23,Dating,Long,111,Text,Evening,149,35286,1414,121,195,322,69.1,50,5.82,340.20000000000005,Medium,5,3,60.0,0
C0393,2025-05-23,College Life,Short,26,Text,Afternoon,243,64113,2124,158,354,974,79.4,117,5.63,677.8,High,3,1,33.33,1
C0394,2025-05-24,Self Growth,Short,40,Visual,Morning,57,41338,1611,104,271,478,72.1,149,5.96,433.70000000000005,Medium,3,1,33.33,0
C0395,2025-05-24,Work Stress,Long,132,Visual,Evening,52,8455,599,68,118,215,71.1,37,11.83,185.20000000000002,Low,5,2,40.0,0
C0396,2025-05-24,Family,Long,66,Text,Night,233,25441,617,46,193,275,77.9,73,4.45,230.59999999999997,Medium,3,0,0.0,0
C0397,2025-05-25,Social Anxiety,Short,40,Visual,Afternoon,184,11040,526,75,228,207,63.4,63,9.38,220.9,Medium,6,4,66.67,0
C0398,2025-05-25,Dating,Short,22,Text,Afternoon,70,21292,650,57,95,103,76.9,116,4.25,145.3,Low,5,2,40.0,0
C0399,2025-05-26,College Life,Short,41,Visual,Morning,235,78736,2701,287,701,1326,70.5,541,6.37,1005.7,High,7,5,71.43,1
C0400,2025-05-26,College Life,Short,57,Text,Evening,53,21436,938,57,420,231,66.5,80,7.68,342.5,Medium,2,1,50.0,0
C0401,2025-05-26,Confidence,Short,39,Text,Evening,186,48136,3031,146,689,648,79.6,108,9.38,802.3,High,7,4,57.14,1
C0402,2025-05-27,Family,Short,50,Text,Night,77,29369,1139,53,156,165,71.5,73,5.15,236.4,Medium,5,3,60.0,0
C0403,2025-05-27,College Life,Short,29,Visual,Evening,46,85134,4131,381,1146,2367,67.8,226,9.43,1657.8000000000002,High,7,3,42.86,1
C0404,2025-05-27,Confidence,Short,57,Text,Night,215,9976,446,61,118,71,90.2,33,6.98,125.30000000000001,Low,7,6,85.71,0
C0405,2025-05-28,Friendship,Long,111,Visual,Night,224,73027,2730,300,783,719,81.2,429,6.21,861.9000000000001,High,2,0,0.0,1
C0406,2025-05-28,Self Growth,Short,57,Visual,Afternoon,54,59106,2916,105,798,854,60.7,191,7.91,888.0000000000001,High,2,2,100.0,1
C0407,2025-05-28,Friendship,Short,49,Visual,Evening,51,65586,4340,264,697,1955,65.3,167,11.06,1352.1,High,4,2,50.0,1
C0408,2025-05-29,Dating,Short,44,Text,Afternoon,171,12707,647,29,164,145,82.9,52,7.75,179.60000000000002,Low,6,3,50.0,0
C0409,2025-05-29,Confidence,Short,39,Text,Afternoon,36,12074,587,77,92,220,74.2,73,8.08,176.90000000000003,Low,7,5,71.43,0
C0410,2025-05-30,Social Anxiety,Short,57,Visual,Night,201,11646,547,33,235,289,95.0,33,9.48,242.0,Medium,2,1,50.0,0
C0411,2025-05-30,Dating,Long,70,Visual,Evening,240,55654,1065,64,273,381,78.2,348,3.2,342.8,Medium,3,3,100.0,0
C0412,2025-05-30,Dating,Long,79,Text,Night,202,95321,4228,431,676,1075,72.0,506,6.72,1101.9,High,7,5,71.43,1
C0413,2025-05-31,College Life,Long,140,Visual,Evening,83,48952,1269,119,328,594,61.8,184,4.72,460.1,Medium,4,3,75.0,0
C0414,2025-05-31,Dating,Long,100,Visual,Evening,73,4335,126,8,28,61,76.9,22,5.14,43.7,Low,7,3,42.86,0
C0415,2025-05-31,Social Anxiety,Long,89,Text,Evening,186,74917,4815,529,952,1516,56.2,283,10.43,1422.9,High,5,2,40.0,1
C0416,2025-06-01,Work Stress,Long,141,Visual,Morning,44,44655,1780,72,316,332,85.1,90,5.6,418.4,Medium,5,3,60.0,0
C0417,2025-06-01,Confidence,Short,24,Text,Afternoon,153,10358,291,11,82,47,81.2,33,4.16,78.20000000000002,Low,5,3,60.0,0
C0418,2025-06-01,Social Anxiety,Short,20,Text,Evening,133,15212,642,35,331,195,68.8,32,7.91,262.1,Medium,5,2,40.0,0
C0419,2025-06-02,College Life,Short,60,Visual,Morning,201,3923,94,7,24,19,88.0,21,3.67,26.1,Low,3,1,33.33,0
C0420,2025-06-02,Self Growth,Short,19,Visual,Night,76,60452,1758,278,331,389,98.0,406,4.56,480.5,Medium,3,1,33.33,0
C0421,2025-06-03,Confidence,Short,43,Text,Morning,205,32275,1970,165,357,315,74.8,79,8.7,467.3,Medium,7,5,71.43,0
C0422,2025-06-03,Work Stress,Long,165,Text,Afternoon,190,29582,1129,134,190,368,74.5,93,6.16,326.1,Medium,5,2,40.0,0
C0423,2025-06-03,Family,Short,23,Text,Evening,84,61876,1055,81,210,507,72.7,157,2.99,357.79999999999995,Medium,6,2,33.33,0
C0424,2025-06-04,Self Growth,Short,47,Visual,Morning,112,2464,126,12,36,48,80.9,4,9.01,43.8,Low,2,1,50.0,0
C0425,2025-06-04,Friendship,Short,59,Text,Night,45,59400,1580,277,729,757,61.9,304,5.63,732.1,High,3,2,66.67,1
C0426,2025-06-04,Dating,Short,51,Text,Evening,133,52306,2605,224,522,1347,77.0,121,8.98,918.1999999999999,High,7,5,71.43,1
C0427,2025-06-05,Family,Short,59,Visual,Morning,89,56665,1993,249,494,322,80.4,287,5.4,543.3000000000001,Medium,3,2,66.67,0
C0428,2025-06-05,Family,Long,151,Text,Evening,56,67419,3564,363,819,1153,87.0,153,8.75,1102.5,High,5,3,60.0,1
C0429,2025-06-05,Social Anxiety,Short,45,Text,Evening,158,63517,4319,448,939,1257,59.0,471,10.96,1274.2,High,3,2,66.67,1
C0430,2025-06-06,Work Stress,Long,163,Visual,Evening,160,86864,2762,151,652,786,69.2,276,5.01,803.0,High,4,1,25.0,1
C0431,2025-06-06,Social Anxiety,Short,54,Visual,Night,49,6765,290,25,51,151,92.9,28,7.64,99.7,Low,7,5,71.43,0
C0432,2025-06-07,Work Stress,Short,49,Text,Evening,72,13034,459,51,87,268,74.6,75,6.64,171.3,Low,6,3,50.0,0
C0433,2025-06-07,Family,Short,26,Visual,Evening,48,65339,2041,250,748,500,78.3,306,5.42,703.3,High,6,4,66.67,1
C0434,2025-06-07,Dating,Long,148,Visual,Afternoon,186,11894,543,66,127,186,63.7,25,7.75,174.1,Low,5,2,40.0,0
C0435,2025-06-08,Friendship,Long,110,Visual,Evening,107,31756,990,88,224,234,62.7,200,4.84,276.4,Medium,7,4,57.14,0
C0436,2025-06-08,Social Anxiety,Short,15,Text,Night,46,18934,794,91,182,134,58.7,68,6.34,210.6,Medium,2,2,100.0,0
C0437,2025-06-08,Self Growth,Long,158,Visual,Evening,74,13465,505,68,188,93,65.7,23,6.34,167.2,Low,2,1,50.0,0
C0438,2025-06-09,Confidence,Short,27,Text,Evening,254,18617,855,72,183,173,67.1,70,6.89,225.0,Medium,6,3,50.0,0
C0439,2025-06-09,Social Anxiety,Long,131,Text,Evening,88,88548,3753,159,1267,1469,70.2,410,7.51,1354.6,High,5,3,60.0,1
C0440,2025-06-09,Friendship,Short,30,Text,Evening,187,5018,157,8,58,49,69.1,26,5.42,55.20000000000001,Low,5,4,80.0,0
C0441,2025-06-10,Confidence,Short,53,Text,Night,137,12072,324,16,78,63,72.2,70,3.98,85.7,Low,3,3,100.0,0
C0442,2025-06-10,College Life,Long,137,Visual,Morning,71,32050,1396,56,295,496,67.5,116,7.0,417.5999999999999,Medium,2,2,100.0,0
C0443,2025-06-11,Dating,Short,39,Visual,Afternoon,100,38580,1499,205,464,556,79.5,105,7.06,543.3,Medium,4,1,25.0,0
C0444,2025-06-11,Friendship,Short,52,Visual,Evening,33,160678,4176,309,2077,1976,74.7,541,5.31,1903.0,High,2,2,100.0,1
C0445,2025-06-11,Self Growth,Short,16,Text,Evening,201,62259,2103,290,632,982,66.4,119,6.44,815.7,High,7,4,57.14,1
C0446,2025-06-12,Work Stress,Short,49,Text,Evening,106,12996,227,21,30,71,77.9,73,2.69,60.2,Low,3,3,100.0,0
C0447,2025-06-12,College Life,Long,78,Visual,Morning,144,156263,3914,473,668,1248,82.7,235,4.03,1127.6,High,2,2,100.0,1
C0448,2025-06-12,Confidence,Long,112,Text,Evening,65,19779,721,40,166,223,70.3,80,5.81,213.40000000000003,Medium,4,1,25.0,0
C0449,2025-06-13,Self Growth,Long,147,Text,Evening,219,72371,2161,196,565,830,62.9,301,5.18,730.3000000000001,High,2,2,100.0,1
C0450,2025-06-13,College Life,Short,21,Visual,Evening,80,13040,696,79,312,269,78.8,98,10.4,290.90000000000003,Medium,3,3,100.0,0
C0451,2025-06-13,Confidence,Short,51,Visual,Evening,160,14524,579,54,180,220,59.5,27,7.11,206.70000000000002,Medium,4,4,100.0,0
C0452,2025-06-14,Confidence,Short,52,Visual,Evening,230,45507,1647,103,338,370,78.6,127,5.4,431.5,Medium,5,2,40.0,0
C0453,2025-06-14,Friendship,Short,60,Visual,Evening,194,187076,7223,686,1042,3440,76.0,1515,6.62,2308.3,High,3,2,66.67,1
C0454,2025-06-15,Social Anxiety,Short,46,Visual,Night,168,76983,3403,128,1196,1017,70.7,445,7.46,1149.4,High,2,1,50.0,1
C0455,2025-06-15,Self Growth,Long,133,Text,Evening,234,31870,671,73,173,170,61.5,109,3.41,201.90000000000003,Low,3,1,33.33,0
C0456,2025-06-15,Self Growth,Long,90,Text,Evening,70,17175,632,51,176,279,64.9,85,6.63,227.5,Medium,6,2,33.33,0
C0457,2025-06-16,Dating,Long,128,Text,Evening,251,2101,56,3,9,19,78.9,13,4.14,15.5,Low,2,0,0.0,0
C0458,2025-06-16,Work Stress,Short,44,Visual,Morning,158,78414,3286,335,573,521,90.9,193,6.01,781.1,High,6,5,83.33,1
C0459,2025-06-16,Family,Short,30,Text,Afternoon,124,15934,159,9,48,35,67.7,85,1.58,47.400000000000006,Low,6,4,66.67,0
C0460,2025-06-17,Social Anxiety,Short,37,Visual,Evening,88,12452,310,41,73,121,74.8,31,4.38,104.7,Low,5,3,60.0,0
C0461,2025-06-17,Work Stress,Short,22,Visual,Night,201,20549,1385,152,184,618,75.1,150,11.38,427.9,Medium,2,1,50.0,0
C0462,2025-06-17,Dating,Short,35,Text,Evening,254,9566,400,34,158,172,85.1,24,7.99,161.60000000000002,Low,5,4,80.0,0
C0463,2025-06-18,Work Stress,Short,25,Text,Morning,188,10606,597,39,129,115,78.5,23,8.3,153.6,Low,2,1,50.0,0
C0464,2025-06-18,Friendship,Short,20,Visual,Evening,37,314920,14651,889,7846,7870,80.9,682,9.93,7142.3,High,6,4,66.67,1
C0465,2025-06-19,Social Anxiety,Long,114,Visual,Afternoon,137,2826,139,17,43,38,77.4,15,8.39,45.9,Low,2,1,50.0,0
C0466,2025-06-19,Confidence,Short,38,Text,Evening,198,39198,1211,132,419,252,71.0,286,5.14,390.70000000000005,Medium,6,5,83.33,0
C0467,2025-06-19,Dating,Long,140,Text,Night,121,97599,2979,97,304,1002,82.6,251,4.49,739.5,High,2,1,50.0,1
C0468,2025-06-20,Self Growth,Short,19,Visual,Evening,207,11150,568,53,177,124,80.0,41,8.27,175.4,Low,5,2,40.0,0
C0469,2025-06-20,Dating,Short,38,Text,Evening,192,143970,4777,254,2300,3131,68.4,477,7.27,2387.8,High,7,3,42.86,1
C0470,2025-06-20,Confidence,Short,22,Text,Afternoon,45,23039,1841,156,330,607,74.7,41,12.73,529.4000000000001,Medium,6,3,50.0,0
C0471,2025-06-21,Work Stress,Short,15,Visual,Evening,158,41037,1582,125,581,312,92.3,276,6.34,509.20000000000005,Medium,2,2,100.0,0
C0472,2025-06-21,Family,Short,21,Text,Night,69,8447,579,23,140,200,72.7,11,11.15,178.5,Low,6,2,33.33,0
C0473,2025-06-21,Friendship,Short,35,Text,Evening,141,66541,2689,299,429,1145,86.5,504,6.86,843.8,High,2,1,50.0,1
C0474,2025-06-22,Friendship,Long,91,Text,Evening,118,13846,688,48,176,257,62.7,83,8.44,225.89999999999998,Medium,2,2,100.0,0
C0475,2025-06-22,Work Stress,Short,26,Visual,Afternoon,215,23289,1479,130,397,483,72.3,41,10.69,477.6,Medium,5,2,40.0,0
C0476,2025-06-23,Family,Short,28,Visual,Morning,229,1185,24,3,3,4,86.6,4,2.87,5.4,Low,4,2,50.0,0
C0477,2025-06-23,Family,Short,26,Text,Morning,136,18543,522,83,101,88,68.3,101,4.28,135.60000000000002,Low,7,3,42.86,0
C0478,2025-06-23,Social Anxiety,Short,31,Text,Afternoon,153,11444,345,25,90,123,85.2,72,5.09,112.4,Low,2,2,100.0,0
C0479,2025-06-24,Work Stress,Short,47,Visual,Afternoon,174,24388,618,75,92,109,83.5,125,3.67,146.3,Low,2,1,50.0,0
C0480,2025-06-24,Social Anxiety,Short,29,Text,Night,180,79927,3316,276,918,1058,68.3,118,6.97,1071.4,High,5,3,60.0,1
C0481,2025-06-24,College Life,Long,138,Text,Evening,176,12785,383,58,129,146,68.3,19,5.6,145.3,Low,5,4,80.0,0
C0482,2025-06-25,Family,Long,86,Visual,Afternoon,210,1910,89,4,18,12,66.5,8,6.44,20.5,Low,4,2,50.0,0
C0483,2025-06-25,College Life,Long,116,Text,Morning,255,1200,45,6,10,17,72.5,3,6.5,14.8,Low,2,0,0.0,0
C0484,2025-06-25,Family,Short,40,Visual,Afternoon,220,21422,289,14,107,131,98.0,101,2.53,113.8,Low,2,2,100.0,0
C0485,2025-06-26,Friendship,Short,47,Visual,Night,60,78701,3720,608,1718,2202,76.3,492,10.48,1841.4,High,4,3,75.0,1
C0486,2025-06-26,Dating,Long,163,Visual,Afternoon,139,87867,2363,413,661,497,77.3,288,4.48,732.4000000000001,High,6,3,50.0,1
C0487,2025-06-27,College Life,Short,51,Visual,Evening,136,80727,3358,303,817,1480,80.2,212,7.38,1167.2,High,4,3,75.0,1
C0488,2025-06-27,Self Growth,Short,28,Text,Night,147,10017,558,42,145,207,77.2,34,9.5,184.3,Low,5,3,60.0,0
C0489,2025-06-27,Family,Short,21,Visual,Morning,151,39002,2027,217,366,554,78.3,216,8.11,558.7,Medium,2,2,100.0,0
C0490,2025-06-28,Self Growth,Long,71,Text,Evening,195,6830,254,16,75,90,60.4,18,6.37,85.60000000000001,Low,3,3,100.0,0
C0491,2025-06-28,Confidence,Short,55,Visual,Night,126,30107,390,38,104,139,83.4,50,2.23,129.89999999999998,Low,7,4,57.14,0
C0492,2025-06-28,Family,Long,147,Text,Evening,90,3822,153,16,27,35,66.1,21,6.04,39.8,Low,3,2,66.67,0
C0493,2025-06-29,Family,Long,85,Visual,Morning,135,30702,1391,115,241,237,63.0,114,6.46,329.6,Medium,6,1,16.67,0
C0494,2025-06-29,Self Growth,Short,30,Text,Night,226,24172,658,31,158,235,87.1,104,4.48,205.7,Low,5,2,40.0,0
C0495,2025-06-29,College Life,Long,164,Text,Night,101,87384,3690,473,1076,651,70.0,458,6.74,1089.3000000000002,High,6,5,83.33,1
C0496,2025-06-30,Friendship,Short,51,Text,Evening,34,42669,1541,69,295,730,74.7,169,6.18,504.90000000000003,Medium,6,3,50.0,0
C0497,2025-06-30,Social Anxiety,Short,43,Visual,Evening,254,120806,2941,268,1283,1316,93.4,1175,4.81,1255.7,High,3,2,66.67,1
C0498,2025-07-01,College Life,Short,55,Visual,Afternoon,75,38540,1972,84,275,399,61.6,257,7.08,443.70000000000005,Medium,3,3,100.0,0
C0499,2025-07-01,Confidence,Long,130,Visual,Night,168,21181,748,34,186,238,84.7,53,5.69,227.40000000000003,Medium,4,2,50.0,0
C0500,2025-07-01,Friendship,Short,36,Visual,Evening,214,14757,417,18,214,191,71.2,61,5.69,188.2,Low,3,1,33.33,0
C0501,2025-07-02,Social Anxiety,Short,20,Visual,Morning,93,34349,1207,83,278,290,82.1,104,5.41,335.5,Medium,7,5,71.43,0
C0502,2025-07-02,Work Stress,Short,59,Text,Evening,108,18138,1080,102,153,496,71.1,94,10.09,338.4,Medium,2,1,50.0,0
C0503,2025-07-02,Confidence,Short,38,Visual,Night,94,7014,243,24,93,117,70.8,37,6.8,101.4,Low,5,3,60.0,0
C0504,2025-07-03,Family,Short,40,Visual,Night,64,47792,2190,203,644,711,93.1,208,7.84,730.5,High,5,2,40.0,1
C0505,2025-07-03,College Life,Short,34,Visual,Afternoon,65,12455,376,44,94,199,98.0,91,5.72,143.7,Low,7,5,71.43,0
C0506,2025-07-04,Friendship,Short,27,Text,Morning,72,14354,566,32,140,192,74.8,49,6.48,176.6,Low,7,5,71.43,0
C0507,2025-07-04,Self Growth,Long,79,Text,Night,135,4552,292,10,66,64,72.4,21,9.49,76.80000000000001,Low,4,1,25.0,0
C0508,2025-07-04,Dating,Short,37,Text,Night,152,62977,2620,301,567,731,77.6,341,6.7,768.3,High,5,2,40.0,1
C0509,2025-07-05,College Life,Long,136,Visual,Evening,33,129173,5870,643,1838,1429,89.3,583,7.57,1879.5,High,6,6,100.0,1
C0510,2025-07-05,Dating,Short,16,Visual,Evening,224,239421,10421,1053,3449,4582,58.9,451,8.15,4006.8999999999996,High,4,3,75.0,1
C0511,2025-07-05,Confidence,Short,27,Text,Evening,185,5748,142,7,22,40,80.8,30,3.67,36.4,Low,4,3,75.0,0
C0512,2025-07-06,Work Stress,Short,51,Text,Evening,46,51171,1378,172,477,600,69.7,261,5.13,543.0,Medium,7,5,71.43,0
C0513,2025-07-06,Family,Short,19,Visual,Morning,223,25931,1008,40,172,259,56.4,43,5.7,255.3,Medium,3,2,66.67,0
C0514,2025-07-06,Family,Long,92,Visual,Morning,37,18794,621,57,141,146,68.4,79,5.13,173.70000000000002,Low,4,2,50.0,0
C0515,2025-07-07,Confidence,Short,52,Visual,Afternoon,158,9839,260,11,64,107,98.0,37,4.49,85.9,Low,3,2,66.67,0
C0516,2025-07-07,Social Anxiety,Short,29,Text,Night,136,205881,3653,324,888,1744,70.4,718,3.21,1308.5,High,4,2,50.0,1
C0517,2025-07-08,Confidence,Short,27,Visual,Morning,145,16427,399,28,76,90,87.9,91,3.61,102.9,Low,4,2,50.0,0
C0518,2025-07-08,Social Anxiety,Long,172,Text,Afternoon,249,2782,93,11,18,38,81.0,7,5.75,30.1,Low,7,3,42.86,0
C0519,2025-07-08,Friendship,Short,23,Text,Evening,243,30010,1347,46,407,547,76.9,160,7.82,470.79999999999995,Medium,3,2,66.67,0
C0520,2025-07-09,Self Growth,Short,16,Text,Afternoon,94,55034,1585,149,412,267,78.2,236,4.38,433.2,Medium,3,2,66.67,0
C0521,2025-07-09,College Life,Long,79,Text,Morning,163,23647,742,47,219,194,51.8,26,5.08,229.40000000000003,Medium,2,1,50.0,0
C0522,2025-07-09,Dating,Long,179,Visual,Evening,250,17632,522,63,147,153,64.8,70,5.02,169.5,Low,7,5,71.43,0
C0523,2025-07-10,Dating,Long,118,Text,Afternoon,197,59151,3251,150,483,966,78.1,117,8.2,838.1,High,2,2,100.0,1
C0524,2025-07-10,Family,Short,47,Visual,Evening,234,123850,3851,196,785,1799,80.6,326,5.35,1278.0,High,5,4,80.0,1
C0525,2025-07-10,College Life,Short,28,Visual,Night,130,51043,2499,270,908,958,83.7,304,9.08,954.5,High,5,2,40.0,1
C0526,2025-07-11,College Life,Short,18,Visual,Morning,95,75403,2912,131,731,1338,81.3,95,6.78,1011.2,High,5,2,40.0,1
C0527,2025-07-11,Confidence,Long,98,Visual,Night,147,33792,714,42,158,174,93.9,206,3.22,195.20000000000002,Low,5,4,80.0,0
C0528,2025-07-12,Dating,Short,36,Visual,Night,217,29665,871,137,328,397,75.7,125,5.84,364.8,Medium,3,3,100.0,0
C0529,2025-07-12,Confidence,Long,157,Visual,Night,243,21754,573,61,104,203,88.1,56,4.33,172.0,Low,6,3,50.0,0
C0530,2025-07-12,Confidence,Short,30,Visual,Evening,187,39737,1388,187,515,863,81.3,309,7.43,641.0999999999999,High,7,4,57.14,1
C0531,2025-07-13,Self Growth,Short,17,Visual,Evening,192,57221,1408,117,563,870,96.9,281,5.17,650.4000000000001,High,6,3,50.0,1
C0532,2025-07-13,Dating,Long,155,Visual,Evening,147,39224,1653,156,671,445,59.8,204,7.46,598.4000000000001,High,5,4,80.0,1
C0533,2025-07-13,Dating,Short,37,Visual,Evening,103,117920,2530,301,563,694,81.8,822,3.47,746.5999999999999,High,7,4,57.14,1
C0534,2025-07-14,College Life,Long,122,Text,Morning,127,27436,1123,53,212,188,65.1,128,5.74,264.1,Medium,4,3,75.0,0
C0535,2025-07-14,Self Growth,Short,60,Visual,Night,144,21757,1005,112,165,343,81.4,46,7.47,291.79999999999995,Medium,2,1,50.0,0
C0536,2025-07-14,Dating,Short,50,Visual,Evening,217,56152,2255,129,1205,919,92.2,123,8.03,1009.0,High,6,3,50.0,1
C0537,2025-07-15,Friendship,Short,30,Visual,Night,157,31804,1064,122,290,490,83.8,253,6.18,393.79999999999995,Medium,2,0,0.0,0
C0538,2025-07-15,Social Anxiety,Short,58,Visual,Afternoon,212,32426,1232,130,340,569,92.2,45,7.0,455.9,Medium,6,3,50.0,0
C0539,2025-07-16,Self Growth,Short,29,Text,Morning,36,43887,1466,158,490,467,70.3,198,5.88,514.3000000000001,Medium,3,2,66.67,0
C0540,2025-07-16,Social Anxiety,Short,21,Text,Evening,204,9418,610,47,163,176,68.8,55,10.58,188.4,Low,4,0,0.0,0
C0541,2025-07-16,Work Stress,Short,58,Text,Evening,146,9351,198,10,35,56,77.2,42,3.2,52.599999999999994,Low,2,0,0.0,0
C0542,2025-07-17,Social Anxiety,Short,59,Text,Evening,259,43547,1252,85,358,478,76.6,313,4.99,428.8,Medium,4,2,50.0,0
C0543,2025-07-17,Dating,Short,29,Visual,Afternoon,138,26471,1893,222,323,872,78.1,203,12.5,624.5,High,7,4,57.14,1
C0544,2025-07-17,Dating,Short,42,Text,Afternoon,140,50210,1692,164,591,339,67.4,70,5.55,540.1,Medium,2,1,50.0,0
C0545,2025-07-18,Family,Short,22,Visual,Evening,59,55343,824,75,279,413,92.0,297,2.87,332.9,Medium,6,3,50.0,0
C0546,2025-07-18,Social Anxiety,Short,44,Text,Afternoon,215,1211,30,2,12,8,73.4,6,4.29,10.600000000000001,Low,2,1,50.0,0
C0547,2025-07-18,Friendship,Short,46,Visual,Night,191,3985,38,4,16,12,94.3,13,1.76,14.600000000000001,Low,4,2,50.0,0
C0548,2025-07-19,Self Growth,Long,159,Text,Morning,228,24617,1236,79,228,357,69.1,110,7.72,337.70000000000005,Medium,6,3,50.0,0
C0549,2025-07-19,Self Growth,Long,117,Visual,Afternoon,51,150473,7837,405,1429,1405,78.5,480,7.36,1857.8,High,7,4,57.14,1
C0550,2025-07-20,Work Stress,Short,47,Text,Afternoon,78,1694,44,6,6,7,82.6,3,3.72,10.100000000000001,Low,5,4,80.0,0
C0551,2025-07-20,Family,Short,40,Visual,Evening,231,33119,950,97,269,463,71.8,230,5.37,360.9,Medium,3,3,100.0,0
C0552,2025-07-20,Friendship,Short,52,Text,Evening,39,2145,118,9,42,35,80.7,15,9.51,40.900000000000006,Low,7,2,28.57,0
C0553,2025-07-21,Family,Short,23,Text,Evening,146,17397,256,40,102,56,96.3,30,2.61,91.20000000000002,Low,7,5,71.43,0
C0554,2025-07-21,College Life,Short,37,Text,Night,123,12435,232,20,90,48,79.5,73,3.14,77.6,Low,7,2,28.57,0
C0555,2025-07-21,Confidence,Short,34,Visual,Afternoon,246,77031,2337,375,489,521,89.0,183,4.83,660.6,High,7,5,71.43,1
C0556,2025-07-22,Self Growth,Short,39,Visual,Evening,227,15225,485,48,96,184,86.9,22,5.34,151.7,Low,7,3,42.86,0
C0557,2025-07-22,Work Stress,Long,158,Text,Morning,236,53317,1968,192,419,301,72.1,95,5.4,493.1000000000001,Medium,4,4,100.0,0
C0558,2025-07-22,Confidence,Short,29,Visual,Afternoon,96,16106,296,22,59,152,81.9,97,3.28,103.20000000000002,Low,4,3,75.0,0
C0559,2025-07-23,Family,Short,58,Visual,Evening,165,88983,3061,151,1119,1879,85.5,200,6.98,1347.6,High,6,6,100.0,1
C0560,2025-07-23,Family,Long,176,Visual,Morning,191,20628,798,62,121,118,79.6,28,5.33,176.00000000000003,Low,7,4,57.14,0
C0561,2025-07-24,Self Growth,Long,140,Visual,Evening,252,30290,1417,50,282,387,58.5,167,7.05,380.6,Medium,3,0,0.0,0
C0562,2025-07-24,Social Anxiety,Short,45,Visual,Evening,31,30382,1345,53,510,377,82.5,151,7.52,462.20000000000005,Medium,6,4,66.67,0
C0563,2025-07-24,Friendship,Short,36,Visual,Evening,254,22606,800,92,415,305,78.2,57,7.13,355.9,Medium,6,2,33.33,0
C0564,2025-07-25,Dating,Short,16,Text,Evening,111,74728,1662,171,566,443,73.1,222,3.8,559.7,Medium,6,2,33.33,0
C0565,2025-07-25,Confidence,Short,16,Text,Evening,59,188190,9985,451,2200,3824,90.0,1157,8.75,3115.9,High,2,2,100.0,1
C0566,2025-07-25,Dating,Long,172,Visual,Afternoon,171,26300,942,103,193,230,64.7,114,5.58,261.0,Medium,5,3,60.0,0
C0567,2025-07-26,Dating,Short,19,Visual,Morning,209,38554,1220,192,506,486,66.1,225,6.24,508.6,Medium,7,6,85.71,0
C0568,2025-07-26,Dating,Short,19,Visual,Morning,59,19853,1105,118,287,419,88.0,36,9.72,374.6,Medium,3,3,100.0,0
C0569,2025-07-26,Work Stress,Short,22,Text,Evening,39,12425,341,43,94,167,62.8,49,5.19,130.4,Low,7,4,57.14,0
C0570,2025-07-27,Self Growth,Short,23,Visual,Night,236,151100,6769,929,2753,2512,60.7,985,8.58,2717.5,High,2,1,50.0,1
C0571,2025-07-27,Confidence,Long,143,Text,Morning,244,20530,1065,69,149,187,78.1,38,7.16,236.0,Medium,7,4,57.14,0
C0572,2025-07-28,Friendship,Short,44,Text,Evening,65,28294,1593,100,223,744,78.6,67,9.4,491.7,Medium,2,0,0.0,0
C0573,2025-07-28,College Life,Short,16,Text,Evening,237,18943,476,68,192,157,81.7,74,4.71,185.1,Low,6,5,83.33,0
C0574,2025-07-28,Social Anxiety,Long,176,Visual,Night,239,48194,610,56,153,217,67.6,158,2.15,198.5,Low,7,6,85.71,0
C0575,2025-07-29,Social Anxiety,Long,124,Text,Evening,259,57918,3028,362,532,1216,55.2,133,8.87,952.8,High,5,3,60.0,1
C0576,2025-07-29,College Life,Short,34,Text,Evening,79,40500,1627,225,382,636,65.1,317,7.09,551.3000000000001,Medium,3,2,66.67,0
C0577,2025-07-29,Confidence,Short,16,Text,Evening,163,72685,1667,128,816,544,74.3,306,4.34,681.9000000000001,High,3,2,66.67,1
C0578,2025-07-30,Self Growth,Short,19,Text,Night,258,26098,1472,97,390,296,64.3,122,8.64,411.4,Medium,7,5,71.43,0
C0579,2025-07-30,Confidence,Short,21,Text,Morning,237,19973,459,57,129,150,80.1,31,3.98,153.9,Low,2,1,50.0,0
C0580,2025-07-30,Social Anxiety,Short,34,Visual,Night,169,106629,3503,135,682,1530,75.4,647,5.49,1109.1,High,2,1,50.0,1
C0581,2025-07-31,Social Anxiety,Short,36,Text,Morning,75,74608,3020,326,1184,1398,78.9,321,7.95,1260.2,High,3,2,66.67,1
C0582,2025-07-31,Family,Long,87,Text,Night,49,23854,556,71,150,177,70.6,118,4.0,182.9,Low,5,3,60.0,0
C0583,2025-08-01,Social Anxiety,Long,143,Visual,Morning,89,42833,1615,160,375,676,75.9,138,6.6,546.3,Medium,6,4,66.67,0
C0584,2025-08-01,Social Anxiety,Long,99,Visual,Afternoon,45,6914,285,24,70,169,77.0,37,7.93,111.99999999999999,Low,2,0,0.0,0
